,stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
458,20210526,123000,124000,124500,122000,3015522,371449108512,00,0.00,N,3,0,
459,20210525,123000,121500,123000,120500,3258364,397750334250,00,0.00,N,2,3500,
460,20210524,119500,122000,122500,119000,3188734,382902166000,00,0.00,N,5,-3000,
461,20210521,122500,124500,125500,121000,4062695,500739197500,00,0.00,N,3,0,
462,20210520,122500,121000,124000,119500,4600751,562459757000,00,0.00,N,2,1500,
463,20210518,121000,117500,122000,117500,3470048,418341013500,00,0.00,N,2,3500,
464,20210517,117500,120000,120000,117000,3110127,367395250748,00,0.00,N,5,-1000,
465,20210514,118500,118500,120000,118000,3227201,383650636500,00,0.00,N,2,1000,
466,20210513,117500,116000,118500,115500,6042025,707490660500,00,0.00,N,5,-2000,
467,20210512,119500,123000,123500,119000,8272196,998375160153,00,0.00,N,5,-3500,
468,20210511,123000,127000,127500,122000,9882491,1225765601800,00,0.00,N,5,-7000,
469,20210510,130000,131000,131000,128500,3067077,398135275000,00,0.00,N,2,500,
470,20210507,129500,128000,131000,127000,3450323,445020959500,00,0.00,N,2,500,
471,20210506,129000,130000,130500,128000,4211535,543180636500,00,0.00,N,5,-3000,
472,20210504,132000,130500,132000,129000,2547004,333537768352,00,0.00,N,2,500,
473,20210503,131500,127500,132500,127000,4085398,534203731108,00,0.00,N,2,3500,
474,20210430,128000,130000,130500,126500,3955947,506549397500,00,0.00,N,5,-2000,
475,20210429,130000,132000,133000,129000,3738266,487221837000,00,0.00,N,3,0,
476,20210428,130000,134500,135000,130000,5596760,734187787360,00,0.00,N,5,-5000,
477,20210427,135000,133000,136000,132500,3394650,455614278000,00,0.00,N,2,3500,
478,20210426,131500,132500,132500,130500,2904879,381267205572,00,0.00,N,5,-1000,
479,20210423,132500,130500,132500,128500,4854412,633954956100,00,0.00,N,5,-500,
480,20210422,133000,134500,135500,133000,3007457,402386612000,00,0.00,N,2,500,
481,20210421,132500,138000,138000,132000,5120577,689155249952,00,0.00,N,5,-6000,
482,20210420,138500,136500,138500,136500,2167732,297980160500,00,0.00,N,2,500,
483,20210419,138000,138000,139000,137000,1906782,263337076500,00,0.00,N,2,500,
484,20210416,137500,138500,139000,137500,1982877,273899499636,00,0.00,N,3,0,
485,20210415,137500,136000,139000,136000,2291160,315231075500,00,0.00,N,2,500,
486,20210414,137000,139000,139000,136500,2777203,381902748000,00,0.00,N,5,-2500,
487,20210413,139500,136000,140000,135500,2876178,398264674500,00,0.00,N,2,2000,
488,20210412,137500,140500,140500,136000,3878457,534353588500,00,0.00,N,5,-2500,
489,20210409,140000,144000,145000,139500,3276077,464472291000,00,0.00,N,5,-4000,
490,20210408,144000,143500,146000,142500,3774932,543862222000,00,0.00,N,2,500,
491,20210407,143500,146000,146000,142500,2424687,348944024000,00,0.00,N,2,500,
492,20210406,143000,147000,147000,141500,3753217,540574718000,00,0.00,N,3,0,
493,20210405,143000,142000,144500,141000,2616440,373549552500,00,0.00,N,2,2000,
494,20210402,141000,142000,143000,140000,3432245,485467791000,00,0.00,N,2,500,
495,20210401,140500,138000,140500,136500,5833436,807748318500,00,0.00,N,2,8000,
496,20210331,132500,134500,135000,132000,3309680,441276843000,00,0.00,N,5,-2000,
497,20210330,134500,133000,135500,132000,3304184,443218978500,00,0.00,N,2,2500,
498,20210329,132000,135500,135500,131500,3575226,476795085000,00,0.00,N,5,-3000,
499,20210326,135000,134000,135000,132000,3835443,513429099500,00,0.00,N,2,2000,
500,20210325,133000,133000,134500,130500,4157799,550754976000,00,0.00,N,5,-500,
501,20210324,133500,133000,134500,131500,3894080,517991222000,00,0.00,N,5,-1500,
502,20210323,135000,139000,139500,134000,3839090,523290811000,00,0.00,N,5,-3000,
503,20210322,138000,138500,140000,137000,2727719,377822972114,00,0.00,N,3,0,
504,20210319,138000,138000,139500,137000,4015627,555490290001,00,0.00,N,5,-4000,
505,20210318,142000,142500,145000,141000,4426840,634074763962,00,0.00,N,2,2000,
506,20210317,140000,141000,141000,138500,2588319,361508821193,00,0.00,N,5,-500,
507,20210316,140500,138500,140500,138000,3304561,461097954500,00,0.00,N,2,4000,
508,20210315,136500,141500,142000,136000,4289990,594535565128,00,0.00,N,5,-3500,
509,20210312,140000,140500,142500,139500,4548695,640529865500,00,0.00,N,2,3000,
510,20210311,137000,134500,139000,134000,6707671,918735821750,00,0.00,N,2,4000,
511,20210310,133000,140500,140500,132500,5614476,763400710000,00,0.00,N,5,-3500,
512,20210309,136500,134000,137500,130500,7822152,1043442973500,00,0.00,N,2,1000,
513,20210308,135500,143000,143000,135500,5587787,775259164000,00,0.00,N,5,-4500,
514,20210305,140000,138000,141500,136500,6091444,844271259500,00,0.00,N,5,-2000,
515,20210304,142000,143000,145500,139500,6586562,938397280000,00,0.00,N,5,-5000,
516,20210303,147000,142500,147000,139500,5827221,839569020500,00,0.00,N,2,2500,
517,20210302,144500,149000,150500,141000,9376523,1365279622000,00,0.00,N,2,3000,
